I1,I2,I3
1.483,31.311,0.275
1.73,40.317,0.319
1.73,35.919,0.272
1.234,38.327,0.292
1.481,38.746,0.282
1.235,37.385,0.283
0.988,34.348,0.322
1.483,39.165,0.217
1.73,35.709,0.171
1.236,38.956,0.313
1.235,37.909,0.278
1.235,34.558,0.219
1.235,39.375,0.123
0.988,33.301,0.093
1.235,36.966,0.255
0.987,36.128,0.159
0.988,34.348,0.82
1.235,37.176,0.151
1.483,30.892,0.032
1.483,33.72,0.184
0.74,36.128,0.033
0.493,29.322,0.046
1.483,32.568,-0.043
0.741,30.578,0.157
0.988,27.751,0.01
1.483,31.94,0.043
0.988,28.693,0.018
1.234,23.876,-0.088
0.987,25.761,-0.049
1.483,29.112,0.073
1.483,22.934,0.093
1.235,20.525,-0.105
0.988,20.316,0.045
0.988,23.143,-0.078
0.741,18.326,-0.186
1.235,14.87,-0.221
0.988,12.043,-0.048
1.235,11.31,-0.085
0.987,15.289,-0.19
1.483,17.279,-0.236
1.483,17.069,-0.306
0.988,13.09,-0.189
0.741,9.844,-0.177
0.741,7.226,-0.187
0.988,5.027,-0.248
0.988,5.445,-0.269
1.235,4.817,-0.222
1.73,2.618,-0.282
1.483,1.676,-0.283
1.483,0.838,-0.282
1.73,-0.733,-0.282
0.493,-1.571,-0.369
0.493,-1.78,-0.369
1.235,-2.723,-0.31
1.236,-4.398,-0.358
0.988,-4.922,-0.509
0.494,-3.351,-0.36
0.988,-3.142,-0.426
1.235,-5.55,-0.494
0.741,-5.76,-0.494
1.235,-7.33,-0.507
0.988,-7.749,-0.497
0.741,-10.786,-0.538
1.481,-13.195,-0.511
1.235,-14.765,-0.341
1.483,-15.184,-0.588
0.988,-11.414,-0.442
1.235,-10.996,-0.604
0.988,-14.347,-0.524
1.73,-18.012,-0.463
0.988,-21.782,-0.447
1.483,-21.572,-0.511
1.235,-17.174,-0.692
1.73,-18.012,-0.371
1.483,-21.049,-0.43
1.483,-27.018,-0.447
0.74,-24.4,-0.613
1.73,-22.201,-0.486
1.235,-23.771,-0.436
0.988,-30.055,-0.343
1.483,-28.274,-0.375
1.73,-25.447,-0.502
1.483,-31.625,-0.37
0.741,-29.845,-0.581
1.73,-27.855,-0.381
1.73,-34.872,-0.339
1.235,-33.406,-0.316
1.728,-30.683,-0.5
0.988,-36.233,-0.519
1.483,-33.091,-0.403
1.483,-35.081,-0.542
1.978,-37.071,-0.37
1.483,-34.243,-0.266
1.235,-39.27,-0.397
1.483,-38.013,-0.435
1.483,-38.642,-0.344
0.987,-41.469,-0.366
1.73,-38.013,-0.374
1.235,-41.888,-0.414
1.483,-37.071,-0.277
1.483,-40.108,-0.321
0.987,-42.097,-0.275
1.483,-39.06,-0.309
1.481,-43.668,-0.28
1.729,-40.108,-0.344
1.481,-40.631,-0.229
1.483,-44.506,-0.054
1.235,-36.861,-0.295
1.236,-46.286,-0.188
